sentence,label
አዋጅ ሰብሰብ በሉ ያገሬ ልጆች ወገን ለወገን ደራሽ ነው,positive
ዋውውው ቶሎ በተለቀቀ ሥልነበር ደሥ ብሎኛል በመለቀቁ እሥኪ እደኔ ደሥ ያላችሁ እንያችሁ,positive
ድምጽ የለውም ሲያስጠላ ኤጭ,negative
ቤተ ክርስቲያን እዲህ መጫወቻ ሆና ትቅር። ውሸት ለመናገር ካልጠፋ ቦታ ቤተ ክርስቲያን,negative
ውድ የቻናላችን ተከታታዮች መጨረሻ  ላይ ያልውን የድምፅ ችግር አስተካክለን ደግመን እንጭናለን የተፈጠረው  የድምፅ ችግር በኮፒራይት ሙዚቃ ስለሆነ ይቅርታ እንጠይቃለን,neutral
አይ ድምፅ አልባው ፌልም በሉት። ሰአቴን አባከንኩበት,negative
በጣም  ዘና የሚያደርግ ፊልም ነው እናመሰግናለን,positive
በቤተ ክርስቲያን ውስጥ የውሸት ቃል አይከብድም ዛሬ እንደቀላል ነገር እየታየ ትውልዱ ተበላሸ,negative
ቴድ በጣም ጎበዝ አክተር ነህ ዉይ ሴቷ ተላላጠች ሆ ጭራሽ ሁለቱንም,positive
ፊልሙ ጥሩነው,positive
 ሀለቱ ሴቶች ለፊልም አይሆኑም ጥበብ አልጠራቸውም,negative
ሲጀመር ሴቶች ወንድን የሚወዱት ሲቸግራቸው ብቻ ።በአሁኑ ስአት ፍቅር ያለው ፊልም ላይ ብቻ ነው,negative
ክክክክክክክ ግን ወንዶች አርገዝኩ ስትባሉ ምን ይልበጣርቃችሁል እርወዳ እጭ,positive
ደራሲው ግን ጋዴም ነህ ,negative
እንዴት ቤተክርስቲያንን  ለውሸት መረጣችሁ የምሰሩትን አታቁም,negative
አሪፍ ፊልም ነው   ግን አልፎ አልፎ ድምፁ ይጠፋል አይሰማም,positive
ወይኔ ድምፁ የሞተ ፊልም ነው በጣም አሪፍ ይሆናል ብየ ጠብቄ ነበር።,negative
ውይ  ስታስጠሉ  ድምፅ  ምድ  ነው,negative
አሌክሶና ቴድን የምታደቁ በኔ ሞት ላክግጩኝደስይበለኝ አይከፈልበት,positive
እንደት አደራችሁ ጋይስ,neutral
ይድ ወደዛ  ስታቴ,negative
በጣም ነው የተመቸህኝ አሌክስ,positive
ያምራል አይ ተማኝ መንጃ ፍቃድ ትላለክ ረዳቱን,positive
እኔ ምለው እኛ ሴቶች ምድነው ይሄን ያህል ገዘብን ማፍቀር ያአላህ,positive
ጥሎብኝ ትራፊክ ሆኖ እሚሰራዉ ልጅ ስወደዉ እሱ ያለበትን ፊልም በጉጉት ነዉ የማየዉ በሳቅ ጦሽ የሚያረገኝ ልጅ,positive
አዲስ አባሂጄ ጠጄን ስቀመቅም ሚስቴ ወልዳመጣች አባቱን አላውቅም,neutral
ድምጹን ለምን ታጠፉታላቹ? ወይም ባትለቁልን ይሻላል::,negative
ድምፅ የለው ምን የለው ይህን ድራማ ብላቹ ታቀርባላቹ ማፈሪያ ሁላ,negative
እርፍ ነው ግን ድምጽመጨርሻላይ አይሰራም,positive
ምንዲነው፡ምንም፡ድምፁ፡የለውም፡ከስልኬ፡መስሎኝ፡ነበር፡ለካ፡ችገሩ፡ከናንተው፡ነው,negative
ወይኔ የወንድ ቀጭንስ ሲያስጠላ,negative
እናት ማለት እኮ ሀገር ናት  ሁሉ ነገር,neutral 
ለናቶቻችን እድሜና ጤና ይስጥልን  የምትሉ እስኪ በላይክ ግለፁ,neutral
እማ እናቴ ሁፍ ናፍቅሽኝ እናቴን የማይበት ቀን እረዘመብኝ,neutral
ማንዴላዬ የኔ ምርጥ አርቲስት ነህ ነኝ,positive
አሪፍ ፊልም ነዉ ::እናቴ ♥♥ኑሪልኝ ለዘለአለም እናት ለልጇ የማትሆነዉ የላትም::,positive
በእባ ጨርስኩት እር መች ነው እናቴን እማያት,positive
በጣም ምርጥ ፊልም ነው እናት አለሜ ለልጆችሽ ስትይ ስንቱን ታይዋለሽ እረጅም እድሜ ከጤና ለናቶቻችን,positive
ዋውውው በጣም አሪፍ ፊልም ነው በርቱ ሰላማቹ ይብዛ,positive
ስድት ባልመጣ ይህን አላይም ነበር,positive
ምርጥ ፊልም ደሥ ይላል ውፍ በለቅሶ ሞትኩ  እምዬ እናቴ  ሣልደርሥልሽ  ክፉውሽን አያሠማኝ ፈጣሪ,positive
ማንዴላ አንበሳ,positive
እደዝህ አይነት ለእዉነት የሚቆም ሰዉ  የብዘልን  እናመሰግናሌን,positive
ክክክክክክክ ማንዴ መጨረሻላይ አሳከኝ የኔውድ,positive
ማንዴላ ውስጤ ነህ አንተ ያለክበት እኮ ሲያምር,positive
ሰወችዬ አገራችን ሰላም ያድርግልን ለአገራችን ሰላም የምትፈልጉ ብቻ,neutral
እስኪ ማን ነው ፊልሙን እያየ ኮመንት ማንበብ ውስጡ የሆነ,neutral
ሙስሊም አላህን እንጅ ሰውን ሌላን ነገር እደማይፈራ ነው ያስተማረኝ ማሻ አላህ,positive
ዛሬ የጌታዬ እናት ቅድስት ድንግል ማርያም ናት እንኮን አደረሳቹ,neutral
ሄኖክ ያለው የአተዋወን ችሎታ ሚያስደንቅ ነው,positive
ሄን ፊልም እደጠበኩት አላገኘውትም ቫንዳም መሞት አልነበረበትም,negative
ደግሞ እየሰገደ ውይ ሙስሊም መሆን እንደት ያኮራል አልሀምዱሊላህ ምስጋና ይገባው ለአላህ,positive
ይሄ ህጻን ልጅ ጉበዝ ነው ።በበለጠ እድሉን እንዲጠቀም በር ብትከፍቱለት እላለሁ,positive
የድንግል ማርያም ወዳጅች በያላችሁበት ሰላም ታርጋችሁ,neutral
ምን አባቴ ልሁን ፊቴ በእንባ እየተሞላ ጥርሴ እየሳቀ ድራማው አለቀ ሄኖክ አንደኛ አምላክ ይጠብቅ እወድሃለሁ,positive
ሄኖክ ያለበት ፊልም ሁሌም ደስ ይለኛን አድናቂህ ነይ,positive
ፊልሙ  እንደ ዶክተር ምህረት ምርጥ ነው።ለሄኖክየ ደግሞ ለኔLike   በማድረግ የሀገሬን ኣምላክ ይጠብቅ በሉት።,positive
እንኳን ለግንቦት ማርያም በሰላም አድረሳቹ እመቤቴ በዕለተ ቀኗ ያሳባቹን ትሙላላቹ ሀገራችንን ሰላም ታርግልን,neutral
ሄኖክየ ያለበት ፊልም ሁሌም ደስ ይለኛን ስወድህ,positive
ሙስሊም እህቶች ወደ ቻናሌ ብቅ በሉ ቁርአንን አብረን እንቅራ,neutral
የነገው ቅዱስ ጊወርጊስ አሳባችንን ያሳካልን አይለየን,neutral
ፍቅራችንን ሞት አይገድለውም !ፍቅራችን ነው ሞትን የሚገድለው !ሰህ👍👍ምርጥ ኢትዬፂያዊይ ፊልም,positive
ውይ ጉድ እኮ ነው ገና አሁን አየሁት እንደው ኑ እንይ አይባልም ጓደኞቸ ኸረ ብቻውን  የበላ ብቻውን  ይሞታል አይደል የሚባለው,positive
የረመዳን ስራ እንደምንም ጨርሼ ሱማሌው ባዳው ላይ ተመስጫለው ዋውውውው,positive
ይቅርታ  አርጉልኝና  እፃኗ  ልጅ   በጣም ነው  የምትደብረው  ልጅ  እንደልጅነቱ   ለዛ  ሲኖረው  ደስ  ይላል   አክቷ  ቃላቶቿ  ሁሉ  ይደብራል  ኤጭ   ዘ ጊ  ነገር,negative
በጣም አሪፍ ፊልም ነው ግን ልጅቷ የሞተች መስሎኝ አልቅሼ ሞትኩኝ አይ ወላድ መሆን    እንደዴ ልጃችሁን ቤተሰቦቻችሁን ጥላችሁ የተሰደዳችሁ  አይዟችሁ,positive
ዋው  ደስ  ሲል  መጨረሻ  ላይ  ህፃኗ  አስለቀሰችኝ 😢😢😢 ኡፍፍ  የአባት  ፍቅር,positive
ፊልሙ አሪፍ ነበር ሄንየንም እወደው ነበር ግን በእምነቴ ስለመጣ ልጠላው ነው,positive
እመቤት በለተቀኗ በያለንበት ትጠብቀን ምልጀዋ አይለየን አሜን,neutral
በርታልን  ዋውውው ብያለሁ ልጁ ቆንጆ ፊልሙ ቆንጆ  ከልብህ ሰረተሀዋል በረታ,positive
ስጠብቀው ነበር ውይይ ሄኖክ ካለበት ሁሉም ይጥማል,positive
ዘና አድርጎ በዛውም ልክ ምርጥ ትምሮ የስጨብጣል!,positive
ደስ የሚል አስተማሪ ፊልም ነው ሄኖክ ጥሎብኝ ትመቸኛለህ,positive
የምርጦች ምርጥ ነህ ትችላለህ ያራድዬ ልጅ,positive
ሄኖክ ያለዉ ፊልም በጣም ኣሪፊ ነዉ ልሽፎዉ,positive
እርጉዝ ተበየ ልብስ መሆኑ በጣም ነው የሚያስታውቀው,negative
ኤጭ እናት መከበር አለባት,negative
ቫንዳም ማለት ምን ማለት ነው,neutral
ሄኒ ትችላለህ በእዉነት ጎበዝ አንተ ከዚ በላይ መስራት ትችላለህ,positive
ሳህ ምርጥ ፊልም አቦ ምችት ይበላቺሁ,positive
ዋው ሄኒ በጣም ያምራል እናመሰግናለን,positive
ሱማሌው እንዴት እዳሳቀኝ የመችህ,positive
ምርጥ እና አስተማሪ ፊልም,positive
በለው ማሻ አላህ እስልምና ያምርበታል ዩሱፍ,positive
ወድጄዋለሁ  ደስ ይላል አሪፍ ነው,positive
አጪበርባሪ ግን ለምንድነው እንድህ የምተደሪገው ወንድሜ እየልክ ግን የክሱን አርግፋከበት  በጣም ነው የምተስጣለው  ግን አላህ ሀደያ ይስጣችሁ,negative
ምድነው መጨረሻው ወይስ ፓርት 2አለው ፈጣሪ ሆይ ትግስቱን ስጠኝ,negative
ልዩ ወቅታዊ የሆነ ነፍስን የሚያረጋጋ መንፈሳዊ የንሰሃ መዝሙር!!!  ከታች ያለውን ሊንኩ በመጫን ይከታተሉ!!!,neutral
ፊልሙ አሪፍ ሆኖ ካለ,positive
ክላሲካል ይበዛቡታል  የድምፅ እጥረት  አለ,negative
ደስይላል ለካ ፊልም ትምሮምናምን አትፉልግም ለካ,negative
እኔ የምለው የምታስተምሩን ዳኪራና መጠጥህ ብቻ ነው አይ ኢትዮጵያውያን,negative
አሁንማ እድሜ ለኮሮና ተዘጋ ለዘላለም ይዘጋ,negative
ምን አይነት ፊልም ነው እርግጠኛ ነኝ የተሰርቀ መሆን አለበት ,negative
እንዴ ይሄ ነገር መች መች ነበር እሚታየው? እንደተከታታይ ድራማ ያልቃል እንዴ ለነገሩ ቺኮቹ ቺኮቹ ያሉበትን ፓርት እያሳለፍኩ ነው ያየሁት,negative
ዮናታን ስላለበት ባይሰረቅ ደስ ይለኝ ነበረ ግን እናመሰግናለን እንደ ወረደ ስለ ጋበዛቹን,positive
አይ እዮሀ ኢንተርቴመንት ለላ ሲትኮም ፊልም አመጣችሁብን ደሞ እረ ዘጠንኛው ሺ ይግደለን ደሞ ለዚ ብየ 1:20 ደይቃየን ማባከኔ,negative
ቡዙም አይነፋም የፊልሙ አጃማመር እና ፍፃሜው አይስማሙም,negative
በቃ መጨረሻው እደዚህ ነው,negative
ጠላሁ በጣም የወረደ ፊልም,negative
ሠዉን  መዉደድ  እጅ ማመን አያሥፈልግም   መጨረሸዉ  ግን  አይመሥጥም,negative
ድነዝምናችሁም አያምርም,negative
ወይ ሴቶች መጬስ መቀም ልቦነ ይስጠቹ,negative
ኣርቲስት ነን ስትሉ ትንሽ እፈሩ,negative
የመጀመርያው ቀሽም ፊልም እጭ,negative
ከሁለቱም አንዱን ሳይዝ ሲያሥጠላ,negative
አፈር ብሉ አጨራረሱ ሲያስጠላ,negative
እሄን ፊልም ሳየው ብርታትናጥካሬ ይሰማኛል,positive
በጣም  ደስ  ይላል   መልካም  ልደት  የወኒ  ሺኮኮ,positive
ውይ ስቴ አየውት ስወድክኮ ባባዬ,positive
እውነት ውድድድድድ ነው ይደረካቺው ስታምሩው,positive
እረ በሳቅ ገደለኝ ባባየ,positive
ትምርት ያገኝወበት በይወተ እኔነቴን የፈተኩበት ፍልም በጣም አሪፍ,positive
እናቴ ትንሽ ታገሽኝ ኣንድ ቀን ኣኮራሻለው,neutral
ዋውው በጣም ምርጥ ፊልም ነው ጎበዞች ቀጡሉበት,positive
ደስ ይላል ምንም አይልም በርቱ,positive
አይ ሀብታሞች ብር ሸቀጥ እጅ ፍቅርን አይገዛም እሽ ተማሩ አይ ድህነት እደኔ ልቡን የሰበረው ውይ ማጣት አይኔ እያያት ላጣት,neutral
በገንዘብ ምክንያት ፍቅረኛዬን ስላጣውት እያለቀስኩ ነው የጨረስኩት,positive
ኡፍፍፍፍ እንዳት  ደስ የሚል ነው አይ ፍቅር ፊልምላይ ብቻ ሆነ እንጂ,positive
ቆየን ካየነው እንግዲህ ደግመን እንደበርበት እንጂ,positive
ትንሹ ልጅ በጣም ይመቸኛል፡፡፡,positive
በሺታ በስደት ላይ እንዴት ይከብዳል እስኪ ፈጣሪ ይማርሺ በሉኝ,neutral
አሞኛል ዱአ አርጉልኝ ስወዳቹ,neutral
ባልና ሚስቱ የተወኑበት ምርጥ ድራማ  የሶል እና ቤቲ ስወዳችሁ,positive
በእውነት ቆንጆ ፊልም ነው ውድ ኢትዮጵያን በሙሉ የሰው ልጅ መጀመሪያው ምንም ይሁን የሰው ልጅ መጨረሻው ሲያምር ነውና እግዚአብሔር የሁላችንም መጨረሻችን ያሳምርልን,positive
መጨረሻ ላይ ያለውን ዘፈን ልቀቁልን ፊልሙ እራሱ ያምራል,positive
ሰሞኑን ሶደሬዎች አልተቻላችሁም አቦ ይመቻችሁ,positive
ሰሞኑን  በሰላም ነው ስትለቁ በተከታታይ  ስትጠፉ በተከታታይ  ለማንኛውም  ፊልሙን አላየሁትም  ከስራ መልስ ሰለፊልሙ አስተያየት  እሰጣለሁ ,neutral
ስራችን ጨርሸን እናያዋለን,neutral
አለም ሰገድን ማየት የናፈቀው,negative
ሰላም ለሀገራችን ፍቅር ለወገኖቻችን,neutral
ሶልዬ ስወድህ እኮ በፈጣሪ ይድሜና ጤና ይስጥህ ከነቤተሰቦችህ,positive
ሾፌ እመለሳለሁ ,neutral
አቤቱአምላኬ ለንሰሀ ሞት አብቃኝ ሀገራችንን ሰላም ያርግልን ወገኖቼ,neutral
ኦፍፍፍፍፍፍፍፍፍ እመብርሀን ለንስሀ ሞት ታብቃን ልቤን የባሰ አሳሳዉ አይ ስደት,neutral
ሠላም እህት  ወንድሞቼ  በስደት ያላችሁ  ፈጣሪ  ከክፉ ነገር  ይጠብቃችሁ ኢትዮጵያ  ሀገራችንንም  ሠላም ይሁንልን. ምርጥ  ፊልም  ነው,positive
ቆንጆ እንደሚሆን ጥርጥር የለዉም ልየዉና,neutral
ጎሽሜ ላቭ ዩ lolምንጊዜም የ እንግዳሰው(ቴዲ)አድናቂ ነኝ,positive
ክክክክ ኧረ ባልና ሚስት ደስስስስስ ሲሉ,positive
አሪፍ ነው አስመሳይ ሰው ድሮም መጨረሻው እሄው ነው ቀጥሉበት ደስ ይላል,positive
የስደት እህቶቸ ሰላማችሁ ይብዛልኝ ወቶ ከመቅረት ይሰውረን ህልማችን እውን ሁኖ ለሃገራችን መሬት ያብቃን,neutral
ወይ ጡንቻ ማማሰያ እጅ,negative
ውድ ያገሬ  ልጆች አምላክ ፍቅርና ሠላሙን ያድለን ።ድንግል እቅፍ ድግፍ አድርጋ በሠላም ላገራችን ታብቃን።ያላያቹ እዩት ምርጥ ፊልም ነው።,positive
1 አመት አለፈው ከተለቀቀ  እኔ ገና አየሁት ወይኔ ይህ ልጅ መቼ ነው የሚወፍረው #ቴድዬ ስወድክ,positive
ደስ ይላል ፍቅር አሸናፊ ነው ፍቅር ለዘላለም ትኑር,positive
እጅህን ስጥ አለኝ ፈረንጅ ፥ እጅ ተይዞ ሊወሰድ፥ ምን እጅ አለው ... ሎሬቱ የገጠመለትን ጀግናውን አፄ ቴዎድሮስን ምነው ስሙን መጥራት ዳገታችሁ??? የታሪክ ቡዳዎች!!!,negative
እናመሰግናለን የስደት መዝናኛ እናንተን ባናገኚ በጣም ምርጥ ፊልም ነው,positive
ቴዳዬ ስወድክ,positive 
ያምራል,positive
ለሀዘን ማረሳሻ ነው ፊልሙ በታሜ ደብሮኛል አቦ,positive
አስተያየት አራዳ ሲኒማ አርማችሁ ከቪድዮው ማስነሳት አለባችሁ ቦታውን ይዞታል አመሰግናለሁ,negative
አርፍ ነው እናመሰግናለን አድናቂህ ነኝ ቴዲ በርታልን,positive
ውይ ይህ ቀጫጫ ልጅ የእውነት ቀጭን ነው በስማም ደግሞ ጡንቻ አለኝ ይላል እንዴ ቅቅቅቅቅ ምርጥ ፊልም ነው ቀጥሉበት አቦ,positive
ይሄ ሰውዬ ምን ሆኖ ነው የራብ ዘመን ማስታወቂያ መስሎ የቀረው,neutral
ያምራል እንግዳሰው (ቴዲ) ያለበት ፊልም ይመስጠኛል,positive
ቀጮዬ ስውድክ እኮ የምተውናቸው ሁሉ ይመቹኛል,positive
እረ ሙዚቃው ጮኽብን ኡኡ ስለ አባቱ ምንም መስማት አልቻልንም,negative
ለየትኛው ጡንቻ ነው,neutral
ሁሌ እስፖርት እንደሰራ ነው,neutral
ዋው ይመቻቹ ደስ ይላል,positive
ዋዉ እንዴት ደስስይላል! በቃ ምርጥ ፊልም ስራነዉ!,positive
እረ ፍቄ እንዴ ዛሬ በሳቅ ነው የገድልክኝ በይኽድክብት ፉንቃ ጥብ ያርግሃል እንዴ ይምችህ አቦ ስውድክ,positive
ዋው ደስ ሲል ሁለታችሁንም እስውዳችሁ,positive
ምንም አይጥም,negative
ቲሺ ሰአት ማቃጠሌ,negative
ደሥይላል,positive
የሚገርም,positive
እስኪኑጋይስ እንመሠጥ  በናታችሁ 100ላይክ ግጩኘ ተወራርጂነው,neutral
አጥንታችሁ እንደ ሉሲ አጥንት አፈር ይናፍቀው፡፡ የሔ አዲስ ፊልም አይደለም,negative
 አይነፋም የታየ ነዉ,negative
ዋውውው ብአስተማሪ ፊልም ቀጥልበት,positive
ክክክክክክክክክክክክክክክክክክክክክክክ አይ የኢት ፊልም  እዳው በቃ ፍቅር በፊልም ከመሆኑ መጨርሻ ተጋቡ ወይም,negative
በጣም፡ ያምራል,positive
ሰላምዬ ውድድድድድ ኑሪልኝ,positive
የቆየ ቢሆንም አርፊ ፊልም ነው,positive
ጌታ ሆይ እንደዝህ አይነት አማች እንዳትሰጠኝ እኔ ትግስቱን የለኝም መዳሞች ትግስቴን ጨርሰውታል ደሞ ባማቼ ልቃጠል,neutral
ስላም ስላም የአገሬ ልጂች ዛሬ ደብሮኛል ስደት ከፍኝ,neutral
ወይኔ የናይጄሪያ ፊልም በጣም ነው የምወደው ሼር ለጓደኞቼም ቀጥሉበት,neutral
መጨረሻው ተመችቱኛል ምክንያቱም ባል ቤተስቦቹን ይተዋል ከሚስቱም ይጣበቃል  እንደሚለው,positive
የምር ደስ ይላል ሌላም ካለ,positive
ናይጄርያዎች አማርኛ ማውራት ጀመሩ,negative
የኢትዮጵያ ወንዶች ፊልም ላይ ብቻ ነው ፍቅር ይዞቸዉ ሚሰቃዩት ኡኡቴያም ሁላ,negative
አሰፍ በጣም ማፈቅረውን ልጅ ስደት አሳጣይ አረብ አገር ብር እንጅይ ፍቅር የለውም,neutral 
ስንቶቻችን ነን በጣም ከምናፈቅራቸው ሰወች ጋ የተለያየን ደስት አይኑ ይጥፍ ፊልሙ ብዙም ባይሆን ግን ትንሽ አስተማሪይ ነው,neutral
ደስይላል ሳያት እናዳንኤል በጣምአደንቃችሁአለሁ,positive
አቤት ሳያት ቆንጆ ሚካፕየለ ምን የለ በጣም ቆንጆ ማር ነገር,positive
ሳያትዬ የኔ ቆንጆ  ስእነስራትሽ አለባበስሽ በጣም ግርም ነው በሪቺ,positive
አይዛችሁ  ጥሩ  ነው  ቀጥሉበት,positive
ሳያት የኔ ቆንጆ  በጣም ነዉ ምወድሽ የማከብርሽ የኔ  አመለ ሸጋ,positive
የተዋህዶ ልጆች ነገ አባቴ ቅዱስ ሚካኤል ነው ሊቀ መልአኪ ጠላታችሁን ከግራችሁ በታች ይጣልላችሁ የመዳምን ምላስ ይያዝላችሁ,neutral
እሚቆራረጠው ድምፅ እኛ እንድንሞላው ነው እንዴ,negative
ቆጆ  ነዉ ግን  እያዩ  መመኜት   ብቻ ነዉ  ትምህረት ወሰዶ የሚማረበት የለም እጂ  ፈጣሪ  ንፁህ ፈቅር  ይሰጠን  አሚን በሉ,positive
ዋው በጣም ሀሪፍ ነው   ይሄ ፍቅር የሚሉት ነገር ጨዋታው በፊልም ብቻ ሆነ ወዶችየ እስኪ አዳደ  እውነተኛ አፍቃሪ ለመሆን ሞክሩ ማፍቀርን  ቻሉበት,positive
ከምወድት ጋር መኖር እንዴት ደስ ይላል………,positive
በጣም ነው የሚያምረው  ኡፍፍፍፍፍፍፍ  እንዴት ደስ ይላል,positive
ተኮል የለለበት ፊልም ያስደስተኛል,positive
ልጁን ወድጀዋለሁ በቃ ያበጠም ካለ ይፋዳ,positive
ሲያዩት ያላማረ ሲበሉት ያቅራል እኔ እንደናንተ ሞኝ አይደለሁም በኮሜንታቹ አልሸወድም ምክንያቱም እኔ ከናንተ አፍ ሳይሆን እውነቱን የማቀው አይቼው ነው,negative
ባየው ባየው የማይሰለቸኝ ፊልም,positive
ተሟዘዙ,negative
ደስ ስትሉ። አንተን መሳይ ይሰጠኝ ጌታ!,positive
በጣም ደስ ይላል ታምራላችሁ,positive
ውይ ደስሢል።ከሚወዱት ሠወጋር,positive
ምንም አይልም ግን በድርሰት የተሠራ አይመሥልም እያሠባቹ የምታወሩ ነው የሚመስለው ብቻ ጀማሪ ናቹ ።,negative
በጣም ታምራላቹ በርቱ ትንሽ ትወና ይቀራቹሀል,positive
ሀገሬና ሰፈሬ ይሄ ፊልም በመሰራቱ አዝኛለሁ ናልኝ እንቅልፌ አንተው ትሻለኛለህ,negative
አሪፍ የፍቅር ታሪክ ነው,positive
ዋውው ፍቅር ያሽንፋል ተመቸኝ ይመቻችሁ,positive
ልጁ መሳጭ ነው ዋዋዋዋ,positive
ፉቅር የሆነ ፊልም ነው,positive
ህርጋታቸው ደስ ሲል,positive
ወይኔ ደስስስስ ስትሉ!!!!,positive
ወይ  ይሄን ፊልም ስወደው  ስንት  ጊዜ  አየሁት  እንዳንተ  አይነት  ፍቅር  የሆነ ባል  ይስጠኝ  ያረብብብብ,positive
አዴት ያምራል ልጁ በስማም።,positive
ከርፋፎች ይሟዘዛሉዴ?,negative
ዋዎ  ደስ ሥትሉ ፈጣሪ እንደዚሕ ይግጠመን አቦ ከሥደት መልስ,positive
ስፈልገው የነበረ ፊልም,positive
የጥበብ  መጀመሪያ እግዚአብሔርን  መፍራት ነው,neutral
ዋው ኮፊ ከ ኬፋ ኬፋ ስለሆንኩ ደስ ቢሎኛል የቡና መገኛ የ ቦንጋ ልጆች ላይክ ግጩኝ ቢንዬ አንድኛ ነክ አይ አሜርካ ምተዱ ተነቃባቹ እኛስ አርቢ አገር ለ ፅዳት የታወቀ ነው ክክክክ,positive
ከየት ነው አትበሉኝ ይነገራል መልኬ በጣም አስተማር ፍልም ነው ከመጥፎ ጎዴኛ አላህ ይጠብቀን,positive
መጀመሪያ ላይ ደሜ ፈልቶ ነበር አሁን ግን ደስ አይልለኝ,positive
በጣም ዴስ ይላል ምርጥ የጀግናልጂ wwww ፉቅር ያሸንፉል,positive
ውይአሜሪካ ጉድነው በሳቅቅቅቅቅቅ,positive
እስኪ እደኔ እናቱን በናፍቆት የናፍቅ ማነው,positive
የፊልም ጥማት ሊደፋኝ ሲል ነው የመጣቹት,positive
ነገ እኮ 15 ቅዱስ ቂርቆስ ናቸዉ እንኳን አደረሳቹ ምልጃቸዉ፣ፀሎታቸዉ ይጠብቀን,neutral
በጠም የወረደ ድራማ እንዴት እርጉዝ ወይን ትጠጣለች ????,negative
ዛሬ  በጣም  ነው ደሰ ያለኝ  አልሀ ምዱሊላህ,positive
ምድረ ጂላ ጂል,negative
እኔን ብቻነው ወይስ ሁሉንም ነው ምንም አይነት ፊልም አይመስጠኝም እደበፊቱ,negative
በጣም አስቀያሚ በተለይ የልጅ እናት ሆኖ መስራት ስልክ የጠፍብሽ አትመስይም አትችይም,negative
ፕሮፍይሌን በመጫን ሰብስክራይብ አድርጉኝ,neutral 
የሰው ስኬት ሚያስደስተው ሰብስክራይብ ያድርገኝ,neutral
የሃገራችን የተጨማለቀ ፖለቲካ ከመስማት ይሻላል እንጅ ፊልሙስ ብዙም እይነፋም,negative
ስታስጠሉ ሞዛዞች ይሄ አሁን ፌልም ነው ወይስ,negative
ከኣሁን ኣሁን የልጅቷን ኣርቲፊሻል ፀጉር ከራሷ ላይ ንፋስ ወሰደው እያልኩ ስጋት ገደለኝ።,negative
ፊልሙ የሜካፕ አርቲስት ያለው አይመስልም... እንዴት እንዲህ ዓይነት ፀጉር እንዲኖራት ያደርጋል።,negative
ቆይ ግን ልጂቷ ኬክ በልታ ነውእንደ ያረገዘችው በላች አርግዛ አይናት ካለየሁ አላምንም ተኙና አሳዩን ክክክክ,negative
አጀማመሩ አሪፍ ነው አጨራረሱ እኔ እዳልጨርሰው ፈራሁ እጂ ክክክክክ,positive
ውይን ምን አይነት ድራማ ነው  በአንድ የመያስርግዝ እኛም ከስደት መልስ ቶሎ እናርግዝ ክክክ,negative
እርጉዝ ነኝ ላይክ ግጩኝ,neutral
እንደጠበኩት አይነት ፊልም አይደለም ዝም ብሎ ነው።,negative
አረ ምእመናን እንተሳሰብ ምድነው የቡና ጠጡ ወሬን የምታወሩት,negative
ስወዳችሁ ሰብስክራይብ አድርጉኝ  አትከፍሉበት,neutral
ወይኔ ቅጥነት ሳሙና ላይ የተሰካ ሰንደል አይደል እንዴ የሚመስለው,negative
የድራማ አሰራር ስሜት የሚባል ነገር የሌለባችሁ ተዋንያዮች ሲደብር,negative
ነፀብራቆች ተባረኩ በየወቅቱ ከች ትላላቹ  የልባድርሶች,positive
ጊዜው ይፈትናል አንድ ቀን  ደስታ አንድ ቀን  መከፋት ግን ሁሉም ያልፋል ጥሩ ጊዜ ይመጣል ብዬ አስባለሁ  መልካም ቅዳሜ ይሁን,positive
ዛሬ ቅድስት ስላሴ ቤተክርስቲያን መከፈቱን ሰምቼ በጣም ደስ ብሎኛል የተዋህዶ ልጆች እንኳን ደስ አላችሁ  ስለፊልሙ ካየሁት በኋላ እመለሳለሁ,neutral
ሙሉውን ልየውና ከች እላለሁ እናተ ግን አይታችሁ ሳጨርሱ አትኮምቱ ተው ግንንን,neutral
በየምነታችሁ ፀልዩልይ  ሰራ የለኝም ጭንቅ ብሎኛ  የሠው ልጅ መጨረሻው ሲያምር ነውና እግዚአብሔር  መጨረሻችንን ያሳምረው  አሜን,neutral
ኮረና ጠፋ ሲባል መስማት የናፈቀዉ,neutral
የሀገር  ልጆች  አረ የት  ናቸው  አድስ ፊልም  ተለቆል አብረን  እንይ  ያለ እንተ ምኖም አይምርም  የት  ናችው  ስወዳችሁ እኮ,positive
መገን ወር ሞላብኝ እኮ ይን ፊልም ለመጨረስ,negative
ውጪዎች ቢሰሩት የሚገርም ኤሮቲክ ይወጣዋል,positive
